url,name,phones,emails,general_director,type_of_company,registration_date_datetime,registration_date_timestamp,founders,inn,ogrn,kpp,okpo,okato,oktmo,okogu,postal_code,address
chery-abakan.ru,None,+70989278685&+76440296775&+73902202022,chery.abakan@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery-major.ru,None,+76766085122&+72784139074&+74951167435&+78568304159&+79379331506&+74660596956&+74004205785&+77059796274&+73333333333,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cartat.ru,"ООО ""СПЕКТР""",+73968435822&+78005001156,promo@qorix.ru&info@cartat.ru,Шилова Анна Викторовна,LEGAL,2016-05-30,1464566400,None,1657225323,1161690107798,166001001,02849834,92401380000,92701000001,4210014,420088,"г Казань, пр-кт Победы, д 212 к 2"
chery-penza.ru,None,+78412455222&+78412455111,sales@am58.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevrolet-tver.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevrolet-auto.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevroletauto-ufa.ru,None,+73472870202&+75142462135,alena.tarasik@lada-forward-auto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery72.ru,None,+73452390639,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cerviceauto.ru,"ООО ""СЕРВИС АВТО""",+74092692154&+74092690147&+78006009590&+74092690154&+74092692147,info@roadtrust.ru&team@tilda.cc&info@cerviceauto.ru,Ратчин Алексей Сергеевич,LEGAL,2022-03-11,1646956800,None,1674001355,1221600017198,167401001,73174191,92257000005,92657405106,4210014,423872,"423872, Республика Татарстан (Татарстан), М.Р-Н ТУКАЕВСКИЙ, С.П. АЗЬМУШКИНСКОЕ, С СТАРЫЕ ГАРДАЛИ, УЛ ЦЕНТРАЛЬНАЯ, Д. 63"
cat59.ru,"ООО ""КАТ""",+73422986777&+79504415199&+79519357777,catrade59@yandex.ru&selecat@yandex.ru,Маргарян Артур Маргарович,LEGAL,2017-02-01,1485907200,None,5903130338,1175958003693,590301001,06515171,57401365000,57701000001,4210014,614046,"г Пермь, ул Барамзиной, д 54, кв 12"
carro.ru,"ООО ""Ю-СТАЙЛ""",+74995191324,figure-4@1x.png&slider-index-car-11@2x.webp&slider-index-car-7@1x.webp&slider-index-car-1@1x.webp&featured-6@2x.png&slider-index-car-2@2x.png&slider-index-element-5@1x.webp&logo-footer@2x.webp&slider-index-element-8@1x.webp&slider-index-car-4@1x.webp&slider-index-element-2@1x.png&slider-index-element-3@1x.webp&featured-4@1x.png&featured-2@1x.webp&slider-index-element-8@1x.png&slider-index-element-2@2x.png&slider-index-element-11@2x.webp&slider-index-element-4@1x.webp&slider-index-car-12@2x.png&slider-index-element-4@2x.webp&featured-1@2x.png&slider-index-car-3@1x.webp&slider-index-element-12@1x.png&slider-index-element-2@2x.webp&slider-index-car-3@2x.png&iphone@2x.webp&slider-index-element-1@1x.png&slider-index-car-2@1x.png&slider-index-car-5@1x.webp&logo-footer@2x.png&slider-index-car-8@1x.png&slider-index-element-11@1x.png&slider-index-element-7@2x.png&slider-index-car-7@2x.png&slider-index-car-6@2x.png&slider-index-car-4@2x.png&slider-index-element-3@1x.png&slider-index-car-1@2x.png&slider-index-car-12@1x.png&slider-index-car-2@2x.webp&slider-index-car-6@2x.webp&slider-index-car-8@1x.webp&slider-index-car-2@1x.webp&featured-2@2x.png&iphone@1x.png&slider-index-element-5@2x.png&slider-index-car-11@2x.png&featured-1@1x.png&slider-index-element-7@1x.png&slider-index-car-1@2x.webp&featured-6@1x.webp&featured-3@2x.webp&slider-index-car-5@2x.webp&slider-index-element-6@1x.png&slider-index-car-1@1x.png&slider-index-element-8@2x.png&logo-footer@1x.png&slider-index-element-12@1x.webp&slider-index-car-11@1x.png&featured-6@1x.png&slider-index-car-12@1x.webp&featured-4@2x.webp&slider-index-car-3@2x.webp&featured-5@1x.webp&slider-index-element-1@2x.png&slider-index-element-11@1x.webp&slider-index-element-7@2x.webp&slider-index-car-5@2x.png&slider-index-car-8@2x.webp&figure-4@1x.webp&featured-1@2x.webp&featured-2@1x.png&slider-index-car-7@1x.png&slider-index-element-8@2x.webp&slider-index-element-4@2x.png&slider-index-element-5@1x.png&slider-index-car-8@2x.png&featured-3@1x.webp&featured-1@1x.webp&slider-index-car-7@2x.webp&featured-5@2x.png&slider-index-car-6@1x.png&slider-index-element-12@2x.webp&featured-5@1x.png&slider-index-car-6@1x.webp&featured-4@1x.webp&slider-index-car-5@1x.png&slider-index-element-6@1x.webp&featured-4@2x.png&slider-index-element-7@1x.webp&slider-index-car-3@1x.png&slider-index-element-4@1x.png&featured-3@2x.png&featured-6@2x.webp&slider-index-element-12@2x.png&logo-footer@1x.webp&figure-4@2x.png&support@carro.ru&slider-index-element-6@2x.png&slider-index-car-11@1x.webp&slider-index-element-1@1x.webp&slider-index-car-4@2x.webp&iphone@1x.webp&slider-index-element-3@2x.webp&featured-3@1x.png&slider-index-car-4@1x.png&slider-index-element-3@2x.png&iphone@2x.png&slider-index-element-2@1x.webp&slider-index-element-11@2x.png&slider-index-car-12@2x.webp&slider-index-element-6@2x.webp&figure-4@2x.webp&featured-5@2x.webp&slider-index-element-1@2x.webp&featured-2@2x.webp&slider-index-element-5@2x.webp,Ксенофонтов Максим Борисович,LEGAL,2017-01-31,1485820800,None,7724398974,1177746078916,772301001,06478257,45290594000,45396000000,4210011,115432,"г Москва, ул Сайкина, д 19, помещ I ком 5"
chery.ru,None,+76766085122&+79080579367&+79379331506&+74660596956&+74004205785&+72953624431&+78005559998&+76679146505&+71681893785,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery24-agat.ru,None,+76766085122&+72784139074&+78568304159&+79379331506&+74660596956&+74004205785&+77059796274&+73912051111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevrolet-kemerovo.ru,None,+73842900790,info@topcar42.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery33.ru,None,+79100909096&+74922332233,fedotov-ae@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cherykrasnoyarsk.ru,None,+73912902220&+71053325548,avangard.chery@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chnb.ru,None,+74755526766&+74752485182,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery-ufa.ru,None,+73472461969&+75337983169&+73422584803&+79990000000&+79073764044&+73472161221,info@demidich.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changan-avtomir-dmitrovka.ru,"ООО ""АМКАПИТАЛ""",+74958593937&+74959569381,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
chili-service24.ru,None,+78007007011&+78005508910&+78124457461,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevrolet-favorit.ru,None,+74999519602&+74951913856&+74999519611&+73915949068&+77741124305&+74952600849,info@favorit-motors.ru&wa-messenger-ava@2x.png&Whatsapp@2x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-aspec.ru,None,+79833950458&+73412209572&+74150683084,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-autoliga.ru,None,+78312200010&+79833950458&+72136064232,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changan-moscow.ru,"АО ""АВИЛОН АГ""",+79153306263&+74957301115&+74705882352&+71792111159&+78039215686&+77242773817&+74957303344&+71764705882&+74957303334,evgeniy.prohorov@avilon.ru&dmitry.ivanov@avilon.ru&andrey.borisov@avilon.ru&anastasiya.motrich@avilon.ru&alexandr.solonchuk@avilon.ru&maksim.kalenov@avilon.ru&Maxim.Pronin@avilon.ru,Никонов Александр Васильевич,LEGAL,1997-02-27,857001600,None,7705133757,1027700000151,772201001,46420693,45290590000,45395000000,4210011,109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
citroen-avtogermes.ru,None,+79833950458&+74959871053,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-avtoliga.ru,None,+78312200010&+79833950458&+72136064232,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chevrolet-taskomotors.ru,None,+73473201101,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cp-avtomir.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chery42.ru,"ООО ""АЙ-БИ-ЭМ""",+73842900262&+74951279214,None,Пронин Денис Александрович,LEGAL,2000-12-26,977788800,None,4207055973,1024200717320,420501001,48646177,32401362000,32701000001,4210014,650040,"г Кемерово, ул Баумана, д 57Б"
chery-sim.ru,"ООО ПКФ ""СИМ""",+74957252299,None,Соколов Александр Сергеевич,LEGAL,2013-12-18,1387324800,None,7743910570,5137746211280,772601001,11430123,45296575000,45920000000,4210014,117105,"117105, ГОРОД МОСКВА, Ш. ВАРШАВСКОЕ, Д. 26, СТР. 11, ЭТ 2 КОМ 201 ПОМ 72Е"
cheryavilon.ru,"АО ""АВИЛОН АГ""",+74957303377&+79153306263&+77242773817&+70000000000&+71792119276&+73478141014,None,Никонов Александр Васильевич,LEGAL,1997-02-27,857001600,None,7705133757,1027700000151,772201001,46420693,45290590000,45395000000,4210011,109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
chevrolet-avilon.ru,"АО ""АВИЛОН АГ""",+79153306263&+74957306664&+74951261235&+74951548783&+77242773817&+74951539317&+74951548465&+71792130074&+74951543657&+74951861327,None,Никонов Александр Васильевич,LEGAL,1997-02-27,857001600,None,7705133757,1027700000151,772201001,46420693,45290590000,45395000000,4210011,109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
cityautotrade.ru,None,+79139081015,city@cityautotrade.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ctocity.ru,None,+73833884195&+70000001031,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
chrysler-rolf.ru,"ООО ""РОЛЬФ""",+74957851978&+74957851971&+74959746244&+74957868585&+74959806161&+74957851970,reception@rolf.ru&info@chrysler-rolf.ru,Виноградова Светлана Викторовна,LEGAL,2004-03-29,1080518400,None,5047059383,1045009553577,504701001,70473823,46483000000,46783000001,4210011,141410,"Московская обл, г Химки, Ленинградское шоссе, влд 21"
commerc-jac.ru,None,+78332640000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
crm-avtokred.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
datsun-chelny.ru,None,+78552928170&+78552320101,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daimler.com,None,None,dialog@mercedes-benz.com&contact@daimlertruck.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
datsun-spb.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
credit-autocity.ru,None,+73832479784,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-probeg.ru,None,+74732602020,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-envymotors.ru,None,+75415908968&+74956458577,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-largus.ru,None,+71792119406&+74732602020,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cze-auto.ru,None,+74712730303,skoda-logo@2x.png&skoda-logo@3x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-axis.ru,None,+78126440227&+79833950458&+72506572896,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-eurosib.ru,None,+79833950458&+72147778941&+78122913000,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroenaxis.ru,None,+79833950458&+78126220801,logo@2x.png&logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dav-auto.ru,None,+73422462606,dav@dav-auto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dacar.su,None,+70641313451&+70645399526&+70588614384&+71433350823&+70615915977&+78126007000&+78124580968&+70000000000&+70620536521&+70623824885&+79111230433,hello@madweb.su,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-vladimir.ru,None,+79833950458&+74922450101,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
crystal-motors.ru,None,+73919865596&+73843348007&+73833885138&+73512207029&+73812219023&+73843348131&+73852590306&+73812290226&+73432435832&+73822990103&+73833885312&+73462511181&+73512002516&+73842215980&+73452394809&+73919868781&+73452578874&+73462500279&+73842215793,tomsk@crystal-motors.ru&novosib@crystal-motors.ru&surgut@crystal-motors.ru&info@cm66.ru&tumen@cm66.ru&krasnoyarsk@crystal-motors.ru&info@cm174.ru&barnaul@crystal-motors.ru&kemerovo@crystal-motors.ru&omsk@crystal-motors.ru&novokuznetsk@crystal-motors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-granta.ru,None,+74732602020&+71792137589,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-wagner.ru,None,+79833950458&+78123319878,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
datsun-arkont.ru,None,+78442525064,logo-footer@2x.png&dealer-logo@2x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
confael.ru,None,+78006005353&+79661609998&+74959955353,kn@confael.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-reginas.ru,None,+79833950458&+73512110387,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-major.ru,None,+74952668137&+78941035674&+74957393380&+79833950458,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-petrovskiy.ru,None,+79833950458&+74950230851,logo@2x.svg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-lada.ru,None,+74732602020&+74732602234&+71792110397&+77818444726&+77741124305,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-favorit.ru,None,+74999519602&+74951913856&+74999519611&+73915949068&+77741124305&+74952600849,info@favorit-motors.ru&wa-messenger-ava@2x.png&Whatsapp@2x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
demolink.org,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dmitrovka-avtomir.ru,None,+74959562552&+78999999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
citroen-msk.ru,"ООО ""АВТОПРОМ""",+74956467806&+78319436844,None,Павлова Евгения Борисовна,LEGAL,2021-04-19,1618790400,None,9705154895,1217700186263,770501001,55061388,45286560000,45376000000,4210014,115054,"г Москва, Большой Строченовский пер, д 23В стр 2, офис 8"
commercial-peugeot.ru,"ООО ""АМКАПИТАЛ""",+74952290000&+70000000000,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
daynava-service.ru,None,+74732602020&+74732602234,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dmitrovka-hyundai.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
drrussia.ru,None,+71792127539&+79952303060,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
echoauto.ru,None,+78462682020&+78462032300,echo-n@echoauto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eagaz.ru,None,+73432148182,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
demidich-chery.ru,None,+76766085122&+72784139074&+78568304159&+79379331506&+74660596956&+73472929769&+74004205785&+77059796274,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eastcom.spb.ru,None,+78005507014,eastcom@eastcom.spb.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
emona.ru,None,+78482258570,bron@emona.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dilergaz.ru,None,+74732000444,2000444@dilergaz.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dvaris.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dvfoton.ru,None,+79025555560,dvfoton@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
electrocar-samara.ru,None,+74705882352&+71792120016&+78039215686&+79272607474&+71764705882,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dilavtogaz.ru,None,+79677745512&+79677745504&+78422991212,727184@list.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
emgrouprus.ru,None,+79856970488&+79255398429,info@220v-cars.ru&info@emgrouprus.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
electromobili.ru,None,+79163144480&+72105939240&+74951280600,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
delovoi-transport.ru,None,+74950010550,example@yandex.ru&info@delovoi-transport.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dinaplus.ru,None,+73452522322,skoda-logo@2x.png&skoda-logo@3x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
deerking.ru,None,+79641642221&+79108309740&+79031679443,avv1782@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cov-khimki.ru,"ООО ""ЦОВ""",+70779190653&+74991136268&+70000001046&+79697776298&+71792130967,x8bcov@cov.su&cov@cov.su,Орлов Алексей Борисович,LEGAL,2019-12-31,1577750400,None,5047237195,1195081100741,504701001,42943135,46483000000,46783000001,4210014,141407,"Московская обл, г Химки, ул Лавочкина, д 2А, помещ 19"
dizel-gaz.ru,None,+79662404247&+79872251315&+73340757238&+79977728285,207963@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dfm-avtoliga.ru,None,+78312351898&+78312350957&+78312200040,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-vesta.ru,None,+74732602020&+71792119419,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dina-autotrade.ru,None,+73452550135,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
daynava-xray.ru,None,+74732602020&+71792119405,lada@daynava.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
demidich.ru,None,+73422584803&+76639115520,info@demidich.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dinauto.ru,None,+78003005733&+79277793088&+71792102438,info@dinauto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dolcar.ru,None,+79265925620&+74952550025&+79266980768,sales@dolcar.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dnmotors.ru,"ООО ""ТОРГ-СЕРВИС""",+74732059876,None,Пономарев Владимир Викторович,LEGAL,2020-12-28,1609113600,None,9721113889,1207700498686,772101001,54208027,45290586000,45394000000,4210014,109542,"109542, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ВЫХИНО-ЖУЛЕБИНО, ПР-КТ РЯЗАНСКИЙ, Д. 91, К. 1, ЭТАЖ 1, ПОМЕЩ. 11,КОМ. 1,ОФИС 81-9"
dongfeng-chel.ru,"ООО ""АВТОМИР-74""",+73512111010,None,Вятченков Сергей Николаевич,LEGAL,2007-02-01,1170288000,None,6672224027,1076672002879,771801001,99931034,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 203"
eurol-avtomir.ru,None,+78122103089,avtomir-info@mail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
exeed-uservice.ru,None,+74956600707,mail@uservice.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eurasia-motors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
expert-apm.ru,None,+74995505099,info@expert-apm.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
elvis-tradein.ru,"ООО ""ЭЛВИС ПРЕМИУМ""",+74615384615&+78452570755&+75757575757,None,Душаньков Максим Дмитриевич,LEGAL,2009-02-13,1234483200,None,6453103799,1096453001809,645001001,89333450,63401364000,63701000001,4210014,410002,"г Саратов, ул им Чернышевского Н.Г., д 177/181"
favorit-exeed.ru,None,+74957862525,exeed@favorit-motors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
expocar.biz,None,+78123340334,info@expocar.biz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fassi.ru,None,+79150097404&+71792101623&+79178740992&+78552534855&+74952233090,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
favorit-hoff.ru,None,+74950215891&+74951352776,clients_varshavka@vw-favorit.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
favorit-motors-gto.ru,None,+74959681497&+71792099791&+74952342702,info@favorit-motors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eurosib-peugeot.ru,None,+72145891270&+78122913000,logo@2x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eurasia-nissan.ru,None,+78202242425,info@eurasia-nissan.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
exkurs.ru,None,+71428571428&+73422144000&+73422144555,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
eskadra-auto.ru,None,+70666685603&+78633067575,skoda-logo@2x.png&skoda-logo@3x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
favorit-digital.ru,None,+74951911773,info@favorit-motors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
enisey-m.ru,None,+73902355105&+77741124305&+73952746230&+78002509799&+73912058284,office@enisey-m.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
favorit-store.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
evrolak-kaliningrad.ru,None,+74012777113,natalia.filina@mercedes39.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
exeed-agat24.ru,"ООО ""ОРИЕНТ АВТО""",+73912051111,exeed24@agatgroup.com,Махин Андрей Сергеевич,LEGAL,2018-04-11,1523404800,None,2465179957,1182468025860,241101001,28235911,04214837001,04614437101,4210014,660015,"660015, Красноярский край, М.Р-Н ЕМЕЛЬЯНОВСКИЙ, С.П. СОЛОНЦОВСКИЙ СЕЛЬСОВЕТ, П СОЛОНЦЫ, ПР-КТ КОТЕЛЬНИКОВА, СТР. 34/1, ПОМЕЩ. 2"
f-51.ru,None,+71792116369&+70000001034&+79628350908,wa-messenger-ava@2x.png&avtosalon.f51@mail.ru&Whatsapp@2x.png&f51autosalon@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
favoritskoda.ru,None,+74952668174,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
exeed-tver.ru,"ООО ""ВИП-АВТО К""",+74822727222,client@exeed-tver.ru,Юклянюк Игорь Владимирович,LEGAL,2022-04-28,1651104000,None,6950259115,1226900004363,695001001,97032366,28401370000,28701000001,4210014,170100,"г Тверь, Московское шоссе, д 1 к 2"
exeed-agat33.ru,"ООО ""ВИКТОРИЯ""",+74922332299,sales-exeed33@agatgroup.com,Ульянов Артем Михайлович,LEGAL,2021-03-24,1616544000,None,5257202223,1215200011047,525701001,47741672,22401365000,22701000001,4210014,603124,"603124, Нижегородская область, Г.О. ГОРОД НИЖНИЙ НОВГОРОД, Г НИЖНИЙ НОВГОРОД, Ш МОСКОВСКОЕ, Д. 294Б, ПОМЕЩ. П1 ОФИС 5"
evolute-avtomir-vrn.ru,"ООО ""АВТОМИР-ТРЕЙД""",+74732120921&+74732113562,None,Рябушко Владимир Николаевич,LEGAL,2007-10-09,1191888000,None,7730569353,1077761079263,771801001,83121511,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 321"
exeed-agat76.ru,"ООО ""ВИКТОРИЯ""",+74852228080,exeed76@agatgroup.com,Ульянов Артем Михайлович,LEGAL,2021-03-24,1616544000,None,5257202223,1215200011047,525701001,47741672,22401365000,22701000001,4210014,603124,"603124, Нижегородская область, Г.О. ГОРОД НИЖНИЙ НОВГОРОД, Г НИЖНИЙ НОВГОРОД, Ш МОСКОВСКОЕ, Д. 294Б, ПОМЕЩ. П1 ОФИС 5"
fiatprof-krasnoyarsk.ru,None,+73912051100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
evolute-avilon.ru,"АО ""АВИЛОН АГ""",+74705882352&+78039215686&+74957300022&+71764705882,None,Никонов Александр Васильевич,LEGAL,1997-02-27,857001600,None,7705133757,1027700000151,772201001,46420693,45290590000,45395000000,4210011,109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
fc25.ru,None,+74705882352&+78039215686&+71764705882,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
federal-avto.ru,None,+78002008288,klient@federal-avto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
faw-ekb.ru,None,+73432984391&+73432989940&+73432989930,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
