url,name,phones,emails,general_director,type_of_company,registration_date_datetime,registration_date_timestamp,founders,inn,ogrn,kpp,okpo,okato,oktmo,okogu,postal_code,address
avtograd-m.ru,"ООО ""АТЛАНТ""",+78007002211,slider-index-1@1x.webp&slider-index-2@2x.jpg&featured-2@2x.webp&featured-3@2x.webp&featured-1@2x.webp&slider-index-2@1x.webp&featured-4@1x.webp&featured-6@1x.jpg&featured-6@1x.webp&featured-1@2x.jpg&slider-index-9@1x.webp&featured-5@1x.jpg&service@2x.png&service@2x.webp&slider-index-5@1x.jpg&slider-index-4@1x.jpg&slider-index-7@1x.webp&featured-3@1x.jpg&slider-index-1@1x.jpg&slider-index-4@1x.webp&slider-index-9@1x.jpg&featured-3@2x.jpg&featured-4@1x.jpg&slider-index-1@2x.webp&slider-index-9@2x.jpg&featured-1@1x.webp&slider-index-7@2x.jpg&featured-2@1x.jpg&slider-index-3@1x.webp&featured-5@1x.webp&featured-4@2x.webp&slider-index-2@2x.webp&slider-index-5@2x.webp&slider-index-7@2x.webp&featured-6@2x.jpg&featured-2@1x.webp&slider-index-9@2x.webp&slider-index-4@2x.jpg&featured-3@1x.webp&slider-index-7@1x.jpg&slider-index-3@1x.jpg&featured-6@2x.webp&service@1x.webp&featured-1@1x.jpg&slider-index-2@1x.jpg&support@autograd-m.ru&slider-index-5@2x.jpg&slider-index-4@2x.webp&slider-index-5@1x.webp&service@1x.png&featured-4@2x.jpg&featured-5@2x.webp&featured-5@2x.jpg&featured-2@2x.jpg&slider-index-3@2x.webp&slider-index-1@2x.jpg&slider-index-3@2x.jpg,Ионов Сергей Евгеньевич,LEGAL,2021-03-02,1614643200,None,9724039489,1217700090497,772601001,47401976,45296597000,45926000000,4210014,117405,"117405, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЧЕРТАНОВО ЮЖНОЕ, Ш ВАРШАВСКОЕ, Д. 170Г, ЭТАЖ/ПОМЕЩ. 2/I, КОМ. 32"
avtograd-exeed.ru,"ООО ""АВТОЦЕНТР АВТОГРАД""",+74012565803,IEsipov@avtograd-kaliningrad.ru&PSitnikova@avtograd-kaliningrad.ru&MMikhovich@avtograd-kaliningrad.ru,Кореньков Алексей Анатольевич,LEGAL,2015-02-16,1424044800,None,3906953456,1153926004396,390601001,39594978,27401368000,27701000001,4210014,236029,"г Калининград, ул Большая Окружная, д 9, офис 1"
avtomirchery-dealer.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtomirchery-nn.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtograd-vladimir.ru,"ООО ""АВТО-МОТОРС""",+74922445555,None,Шичков Алексей Вячеславович,LEGAL,2009-02-17,1234828800,None,3329054189,1093340000918,332901001,89756618,17401375000,17701000001,4210014,600032,"г Владимир, ул Растопчина, д 1Ж"
avtohaval.com,ПАО РОСБАНК,+74957981115&+74957981116&+79898288796,None,Воеводина Наталья Викторовна,LEGAL,1993-03-02,731030400,None,7730060164,1027739460737,770801001,17522116,45286565000,45378000000,1500010,107078,"г Москва, ул Маши Порываевой, д 34"
avtomir.ru,None,+74952348863&+74959956060&+74952313131&+74952348866&+77832903585&+71153122924&+75349315732&+77832367143&+78377591142&+74957371555&+74959568833&+74959569381&+74952251515&+77892529588&+78058313810&+74952238836&+74959951050&+74959562956&+74959255520&+79966362520&+74959957787&+78074900511&+74951352704&+74959562552&+74957308387&+74959561300&+74952926060&+74959957786&+79215893898&+78000786544&+74952235511&+71646976463&+74993704168&+71642524445&+78411332675&+74952232211&+78067663609&+74957375555&+74952340990&+74959951222&+71640691385&+74959955551&+74952289898&+78083041938&+74959563929&+74959567722&+74959957717&+76916788095&+71620106116&+71639123481&+74217307054&+74991122028&+78044141486&+74959255060&+75389919733&+74959563355&+77921128706&+75785153869&+74959569956&+74959568564&+76913033002&+77948422975&+74955257777&+77972026414&+78506819316&+78484353505&+78036303526&+74959957727&+74952343366&+79632960118&+78488434987&+74959957771&+77070546724&+71621804035&+74959561991&+78354973610&+74959561144,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtootogrev.turbo.site,None,+76911620959,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtonomera-moskwa.shop,None,+79994443399&+71792975439&+72639601346&+72126034594,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com&831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com&navtonomera-moskwa@mail.ru&605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtootogrev38.ru,None,+79501256125,Toyota329@gmail.co,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtootogrev55.ru,None,+73812344205,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtootogrev70.ru,None,+79234297507,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtopodbor-159.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtopark43.ru,None,+78332220900,info@avtopark43.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoliga-exeed.ru,"ООО ""АВТОМОБИЛИ ВОСТОКА""",+78312999600&+78312000090&+78312200050&+78312597858&+78312000060&+78312200080&+78312667183&+78312200040&+78312022258&+78312597809&+78312667327&+78312200010&+78312020700&+78312597801&+78312029090&+78312597802&+79000000000,None,Назаренко Николай Вадимович,LEGAL,2015-08-13,1439424000,None,5257153431,1155257006585,525701001,50695680,22401365000,22701000001,4210014,603124,"г Нижний Новгород, Московское шоссе, д 302Г, помещ 3"
avtoport-land-rover.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoport-lexus-new.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoimportrus.ru,"ООО ""АВТОИМПОРТ""",+79936665556&+71792983099&+74092690154&+78005006758&+74092690147&+74092692154&+74092692147&+74954775793,avtoimportrus@yandex.ru&team@tilda.cc,Цветков Егор Викторович,LEGAL,2021-09-13,1631491200,None,2508141213,1212500021601,250801001,48180626,05414000000,05714000001,4210014,692918,"Приморский край, г Находка, ул Постышева, д 22, офис 310"
avtopark22.ru,None,+71792976008&+79635787827,info@avtopark22.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoimport-vl.com,"ООО ""АВТОИМПОРТ""",+79841573763&+71792991848&+74092690154&+74092690147&+74092692154&+71792991684&+74092692147,team@tilda.cc,Цветков Егор Викторович,LEGAL,2021-09-13,1631491200,None,2508141213,1212500021601,250801001,48180626,05414000000,05714000001,4210014,692918,"Приморский край, г Находка, ул Постышева, д 22, офис 310"
avtoport-nds-bmw.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtopodborpskov60.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoport-porsche-cayenne.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtomir-chery-msk.ru,"ООО ""АВТОМИР-ТРЕЙД""",+74992293373,None,Рябушко Владимир Николаевич,LEGAL,2007-10-09,1191888000,None,7730569353,1077761079263,771801001,83121511,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 321"
avtopremer-haval.clients.site,None,+79295006811&+74958451639&+71792992839,info@avtopremier.net,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtopro-ekb.ru,None,+73452518625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoprobeg-tumen.ru,None,+73452518423,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtomir-nsk-promo.ru,"ООО ""АМКАПИТАЛ""",+73832840699&+73832105060,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
avtoritet-auto.ru,None,+74232790979,Nissan@avtoritet-auto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoregion45-exeed.ru,None,+75322640045&+73522640045,avtoregion45@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoritet.faw-motors.ru,None,+78182420707,faw@avtorit.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalon-carso.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtomob-chelyabinsk.ru,"ООО ""ПЛАНЕТА МОТОРС""",+73512002946,None,Мамедов Равшан Гадир Оглы,LEGAL,2021-05-21,1621555200,None,6311190852,1216300024929,631101001,60107782,36401364000,36701305000,4210014,443030,"г Самара, ул Спортивная, д 14, ком 4"
avtoruss.ru,None,+74951049937&+74952761700&+74951524831&+74955885088&+74952560062&+74950238722&+74951351244&+74950212917&+74952760311&+74953202290&+74952762020&+74950212872&+74951519122&+74951063926&+74952761990&+74951518776&+74957178282&+74952562953&+74952761234&+74953239816&+74951354391&+74951526338&+74951062776&+74951043083&+74950325315&+74951563017&+74955885454&+74957172424&+74955056886&+74950237554&+74952763200&+74951251878&+74952560082&+74950210814&+74951321639&+74951810683&+74950211709,lo.exeed@avtoruss.ru&podolsk@rusavt.ru&info@skoda-avtoruss.ru&info@gm-rusavto.ru&info@hyundai-avtorus.ru&info_pod@avtoruss-changanauto.ru&podolsk.exeed@avtoruss.ru&info_honda@avtoruss.ru&info@hyundai-butovo.ru&info@hyundai-losinyostrov.ru&info_but@avtoruss-changanauto.ru&info@avtoruss-chery.ru&info@audi-zapad.ru&info@avtoruss.ru&info@avtoruss-skd.ru&info@omoda-avtoruss.ru&info@mitsubishi-avtoruss.ru&info@renault-avtoruss.ru&reception@vw-avtoruss.ru&info@haval-avtoruss.ru&info@russmotors.ru&Info.mytischi@suzuki-avtoruss.ru&info-izmailovo@vw-avtoruss.ru&podolsk.chery@avtoruss.ru&info@vw-avtoruss.ru&info.Mytischi@vw-avtoruss.ru&inform@omoda-avtoruss.ru&info@kia.avtoruss.ru&info@suzuki-avtoruss.ru&job@avtoruss.ru&inform@vw-avtoruss.ru&info-los@haval-avtoruss.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalon-proxy-cars.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoraketa.com,None,+79034547464&+77055661737&+71792994471,avtoraketa36@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtomir-nvk-promo.ru,"ООО ""АМКАПИТАЛ""",+73843348340&+73832840699,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
avtorinok55.ru,None,+79585815276&+79043271700&+73812480886&+71792975538,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosale.spb.ru,None,+78129098885&+71792975235&+79310018885&+71414044521,avtosale.spb@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoskupka.by,None,None,avtoskupkaa@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalsk.ru,None,+79885841496&+79001271001&+78639274770&+79281853670&+71764705882&+79045002222&+78039215686&+78637259114&+74705882352,zakaz@avtosalsk.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoservice.planeta-avto.ru,None,+73517490900,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostar.com.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoskupka24.ru,None,+71792980006&+79268736797&+71764705882&+78039215686&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostar-dongfengmotor.ru,None,+79782171615,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtohouse-renault.ru,"ООО ""АВТОХАУС""",+74705882352&+78312808411&+71764705882&+78039215686,None,Мансуров Анар,LEGAL,2018-06-14,1528934400,None,6658517825,1186658046222,710401001,28974057,70401380000,70701000001,4210014,300012,"г Тула, ул Рязанская, д 28Б, помещ 1"
avtoslavia.ru,None,+74842219818,skoda-logo@3x.png&skoda-logo@2x.png,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostrahovka36.ru,None,+74732572624&+71792976732&+79003043520&+79507646088,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosouz.chery.ru,None,+78005559998&+70000000000&+78005514640&+73852504505&+76005705492&+74959680691,sales@dealon.onlin&Sales@dealon.onlin,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostyle-exeed.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosvoditelem.ru,None,+74705882352&+79388888973&+71764705882&+78039215686,info@avtosvoditelem.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotrakt.faw-motors.ru,None,+74922472420,client33.ru@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kerg-kurgan.clients.site,None,+73522222920,reception@vw-kerg-kurgan.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoutil.com,None,+79684637440,support@avtoutil.com&Rating@Mail.ru&xb3@Mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoutilization.ru,None,+78123093909&+79219574210,ss-kharitonov@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-55.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-27.ru,None,+79626778787&+71764705882&+78039215686&+71792993904&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-ulitsa-gajdashovka.clients.site,None,+78007754450&+79360649999&+73912560360&+70713743418,test@domain.com&m75@akgs.biz&knk3@akgs.marke&akgs@akgs.biz&uzhur@akgs.marke&kras2@akgs.marke&g37a@akgs.biz&a31@akgs.biz&ya50@akgs.biz&berezka@akgs.biz&knk1@akgs.marke&br137@akgs.biz&les@akgs.marke&abk1@akgs.marke&ach@akgs.marke&abk2@akgs.marke&tzhn@akgs.marke&emelyanovo@akgs.biz&min@akgs.marke&Rating@Mail.ru&sg120@akgs.biz&knk2@akgs.marke&admin@akgs.marke&35b@akgs.biz&example@mail.com&bgn@akgs.marke&solar@akgs.biz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtov52.ru,None,+79535658282,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-expert.ru,None,+79130000000&+79139251508,manager@avtovikup-expert.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-86.ru,None,+79088887262&+71792981896,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-hmao.ru,None,+71792983683&+71764705882&+79227762999&+78039215686&+74705882352&+79000000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalon-hohlovska.ru,"ООО ""АВТОЗНАК""",+74996862283,info@avto-exclusiv.ru,Фаркушев Никита Вячеславович,LEGAL,2016-07-07,1467849600,None,5902037752,1165958090913,590201001,03440521,57401372000,57701000001,4210014,614018,"г Пермь, ул Спешилова, д 111"
avtovikup16.ru,None,+79270493198,avtochelny@rambler.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup24.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup24-7.ru,None,+79204146709&+79876543210,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup43.turbo.site,None,+79769313486&+79229956861&+79531340700,author@example.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-orenburg.ru,None,+71428571428&+70000000000&+74092690154&+71792975955&+74092690147&+79058999444&+74092692154&+74092692147,team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-lider.ru,None,+79039311588&+79131234567&+73833311588,1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru&avtovikup-lider@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoruss-tradein.ru,None,+74952762020&+74955257575&+74952762929&+74955985858&+74957176161&+74952765055,4px.analytics@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp-rk.ru,None,+71792985963&+79116680094,avtovikyp-rk@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostyl-chery.ru,"ООО ""АВТОСТИЛЬ""",+78126141459&+78126141439,None,Юрченко Тарас Петрович,LEGAL,2019-06-04,1559606400,None,7805752165,1197847129468,780501001,39971441,40276000000,40338000000,4210014,198152,"198152, ГОРОД САНКТ-ПЕТЕРБУРГ, УЛ. КРАСНОПУТИЛОВСКАЯ, Д. 65, ЛИТЕР А, ПОМЕЩ. 5-Н №3"
avtovukup.ru,None,+79193342889&+71792985970,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp-piter.ru,None,+78129388144&+70000000000&+79218888700&+71764705882&+71792992614&+78039215686&+74705882352,chestvikup@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp.by,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikupural.ru,None,+71792977081&+79068017777&+71764705882&+78039215686&+73333333333&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtospectr.ru,"ООО ""АВТОСПЕКТР-НН""",+78005006421&+78005506421,gk@avtospectr.ru,Фурман Михаил Евгеньевич,LEGAL,2001-04-27,988329600,None,5262096122,1025203755862,526201001,57178396,22401379000,22701000001,4210014,603122,"г Нижний Новгород, ул Богородского, д 12, кв 14"
avtovikupirk.ru,None,+71792975841&+79087733100&+79021763892&+74092690154&+74092690147&+74092692154&+74092692147,avtovikup@yandex.ru&team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup138.ru,None,+73952610398&+71792975841&+74092690154&+74092690147&+79027669855&+71792975968&+74092692154&+74092692147,team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovukyp56.ru,None,+71792990012&+79878471015&+72599999999,avtovukyp56@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovukypnn.ru,None,+79081542043&+74092690154&+74092690147&+74092692154&+74092692147,kozur77777@mail.ru&team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovycup96.ru,None,+71792980041&+79126948680&+71792980075,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-152.ru,None,+79040568565&+79101302255,avtovykup.152@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-55.turbo.site,None,+79769313486&+79502130331,author@example.com&19di78ma@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-kemerovo.turbo.site,None,+74695519289&+71792994562&+79505757574&+79769313486&+78478452066,author@example.com&avtovykup-kmr@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup93.ru,None,+79615086244&+79186380004,79186380004@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykupone.ru,None,+79678015578&+79271389321,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
awdt.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtozavodrus.ru,None,+79603563029&+79378155555&+79201455555,mail@avtozavodrus.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
axis-trucks.ru,None,+78122073737&+78121111111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtozona32.ru,None,+79679705750,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup39.ru,None,+74012508348&+79114550683,831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com&avtovykup39@bk.ru&605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
azimut-auto.ru,None,+79629800008&+79328882888&+79345558558&+79848880888&+79268870888,a2100040@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
axsel-exeed.ru,None,+78182422220&+78007008003,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
azimuth-auto.ru,None,+78005114171&+73832078048,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
b2b.carprice.ru,None,+78005550741&+79266581035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
baikal-haval.ru,None,+78005115986&+73952420430,info@ac-baikal.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
banzaivrn.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
bajaj.motopole.ru,None,+78126077777&+73283068812,info@motopole.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
