url,name,phones,emails,general_director,type_of_company,registration_date_datetime,registration_date_timestamp,founders,inn,ogrn,kpp,okpo,okato,oktmo,okogu,postal_code,address
avtopodborpskov.turbo.site,None,+79769313486&+79532424392&+76649089250,author@example.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoport-mercedes-benz.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtopremier-haval.ru,None,+78005115986&+78619444480,info@dmavto.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtorentgen.by,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoregion45.chery.ru,None,+73522640045&+78005559998&+76005705492&+70000000000&+78005514640&+74959680691,Sales@dealon.onlin&sales@dealon.onlin,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoport-service-bmw.calltouch-lp.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoremont-ekb.ru,None,+73433123901&+79226026550&+73433890856,info_ekt@garant-alfa.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoritet-m.ru,None,+79787524000,salon@avtodel.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoremont-perm.ru,None,+73422700345&+71793232194&+79292030676,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtorazborka40.ru,None,+71793216468&+79030261970&+79657021222,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtolider7.ru,ИП Сергеев Вячеслав Вячеславович,+79035208822&+77431527504&+79099224882,slavatuning@mail.ru,Сергеев Вячеслав Вячеславович,INDIVIDUAL,2017-01-23,1485129600,None,774315275049,317774600023132,None,0108962970,45277571000,45338000000,4210015,101000,г Москва
avtoroom.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtorup.ru,None,+79104006900&+74959784124,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoligagroup-haval.ru,"ООО ""ВОСТОК ЛИГА АВТО""",+73731854723&+78890847098&+73731853723&+78890849098&+78890845098&+78890844098&+78890846098&+78890843098&+78312597809&+78890848098&+78312883019&+79000000000,None,Турумов Андрей Авенирович,LEGAL,2015-03-13,1426204800,None,5259116675,1155259001160,525701001,46231265,22401365000,22701000001,4210014,603124,"г Нижний Новгород, Московское шоссе, д 302Г, помещ 12"
avtosalon-klever.vk.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalon2000.haval.ru,None,+70023887950&+78005115986&+73532305102,IADavydov@avtosalon2000.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosalon-moskva.clients.site,None,+74951520619,autosalonmoscow@bk.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoshkola-ryazan.ru,None,+74912503303,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoskupaem24.ru,None,+71793220395&+79057074128,info@avtoskupaem24.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostar-exeed.ru,None,+79782171615,avtostar@obukhov.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtosprobegom21.ru,None,+78352228532&+79410116821,avtosprobegom21@gmail.com&228532@inbox.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostas.ru,None,+74955007827&+76100811463&+74952017827&+79154867534&+79255007827,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-gaz-garant-n-ulitsa-gagarina.clients.site,None,+73412750750,gaz@avtogaz18.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostyl-exeed.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotrade39.ru,None,+74092692154&+74092692147&+71793232662&+79118577387&+74092690154&+74092690147,team@tilda.cc&manager@avtotrade39.ru&terpilovskiy.a@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtostyl-geely.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotim-haval.ru,None,+73564700563&+78112441111&+78005115986,admin-service@alva-spb.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-gaz-garant-n.clients.site,None,+73412750750&+73412456456,market@avtogaz18.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-ofitsialnyj-ulitsa-mechnikova.clients.site,None,+78007557440&+73912199030&+78007754450&+73912902056,autosalon@uaz-akgs.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-brjanskaja-ulitsa.clients.site,None,+70713743418&+78007754450&+79360649999&+78007557440,knk3@akgs.marke&admin@akgs.marke&abk1@akgs.marke&a31@akgs.biz&berezka@akgs.biz&bgn@akgs.marke&br137@akgs.biz&knk1@akgs.marke&les@akgs.marke&akgs@akgs.biz&ya50@akgs.biz&m75@akgs.biz&g37a@akgs.biz&test@domain.com&ach@akgs.marke&uzhur@akgs.marke&Rating@Mail.ru&emelyanovo@akgs.biz&knk2@akgs.marke&abk2@akgs.marke&35b@akgs.biz&tzhn@akgs.marke&solar@akgs.biz&sg120@akgs.biz&min@akgs.marke&example@mail.com&kras2@akgs.marke,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-ulitsa-60-let-oktjabrja.clients.site,None,+70713743418&+78007754450&+79360649999&+78007557440&+73912560360,knk3@akgs.marke&admin@akgs.marke&abk1@akgs.marke&a31@akgs.biz&berezka@akgs.biz&bgn@akgs.marke&br137@akgs.biz&knk1@akgs.marke&les@akgs.marke&akgs@akgs.biz&ya50@akgs.biz&m75@akgs.biz&g37a@akgs.biz&test@domain.com&ach@akgs.marke&uzhur@akgs.marke&Rating@Mail.ru&emelyanovo@akgs.biz&knk2@akgs.marke&abk2@akgs.marke&35b@akgs.biz&tzhn@akgs.marke&solar@akgs.biz&sg120@akgs.biz&min@akgs.marke&example@mail.com&kras2@akgs.marke,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-ulitsa-glinki.clients.site,None,+70713743418&+78007754450&+79360649999&+78007557440,knk3@akgs.marke&admin@akgs.marke&abk1@akgs.marke&a31@akgs.biz&berezka@akgs.biz&bgn@akgs.marke&br137@akgs.biz&knk1@akgs.marke&les@akgs.marke&ya50@akgs.biz&g37a@akgs.biz&m75@akgs.biz&test@domain.com&ach@akgs.marke&uzhur@akgs.marke&Rating@Mail.ru&emelyanovo@akgs.biz&knk2@akgs.marke&abk2@akgs.marke&35b@akgs.biz&tzhn@akgs.marke&solar@akgs.biz&sg120@akgs.biz&min@akgs.marke&example@mail.com&kras2@akgs.marke,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoufa.turbo.site,None,+79869751719&+79769313486,author@example.com&Han.Ufa@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kgs-ulitsa-mechnikova.clients.site,None,+70713743418&+78007754450&+79360649999&+78007557440,knk3@akgs.marke&admin@akgs.marke&abk1@akgs.marke&a31@akgs.biz&berezka@akgs.biz&bgn@akgs.marke&br137@akgs.biz&knk1@akgs.marke&les@akgs.marke&akgs@akgs.biz&ya50@akgs.biz&m75@akgs.biz&g37a@akgs.biz&test@domain.com&ach@akgs.marke&uzhur@akgs.marke&Rating@Mail.ru&emelyanovo@akgs.biz&knk2@akgs.marke&abk2@akgs.marke&35b@akgs.biz&tzhn@akgs.marke&solar@akgs.biz&sg120@akgs.biz&min@akgs.marke&example@mail.com&kras2@akgs.marke,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoufa102.turbo.site,None,+79769313486&+79870395070,author@example.com&Han.Ufa@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoutil.by,None,None,Avtoutil.by@mail.ru&AVTOUTIL.BY@MAIL.RU&avtoutil.by@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-001.ru,None,+79048701039&+79519722002,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-43.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-78.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovek.clients.site,None,+79041651888&+71793225890&+73432473746,ekb.rsp@a-vek.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-82.turbo.site,None,+79769313486&+79788784550,author@example.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-krasnodar.ru,None,+79892666664,hello@avtovikup-krasnodar.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-omsk.ru,None,+71793224458&+79006788529,AppIcon98x98@2x.png&Avto-Vikup-Omsk@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtotsentr-kerg.clients.site,None,+73473229999,reception@kerg-sterlitamak.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtohouse-kia.ru,"ООО ""АВТОХАУС""",+78312601396&+71764705882&+78039215686&+74705882352,None,Мансуров Анар,LEGAL,2018-06-14,1528934400,None,6658517825,1186658046222,710401001,28974057,70401380000,70701000001,4210014,300012,"г Тула, ул Рязанская, д 28Б, помещ 1"
avtovikup-krd.ru,None,+71764705882&+71793233478&+79180000000&+79183134986&+78039215686&+74705882352,aristokrat.m@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-22.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-nur.ru,None,+74092692154&+79136850606&+74092692147&+79266041142&+73494977907&+74092690154&+74092690147,autobiznes89@mail.ru&team@tilda.cc&avtobizzads@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup13.ru,None,+79061627181&+79179960900&+79279736777&+79376710541&+79376710265,Z@R13.su&zakaz@r13.su,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtoshop59.ru,"ООО ""АВТОМАТИКА ПРО""",+73422480174&+73422140088&+73422072727,None,Поваляева Юлия Владимировна,LEGAL,2019-03-27,1553644800,None,5902052990,1195958010710,590201001,36941617,57401372000,57701000001,4210014,614000,"г Пермь, ул Монастырская, д 95Г"
avtovikup154.ru,None,+79237017770&+70000001019&+71793213733,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup142.ru,None,+79059653535,avtovikyp142@gmail.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup177.ru,None,+79250321321,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup42.ru,None,+79511835151&+79515977171,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup24.turbo.site,None,+79769313486&+79083621783&+79631914302,author@example.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup77.ru,None,+79250321321,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup71.turbo.site,None,+79769313486&+79612672165&+79029085195,author@example.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup51.ru,None,+78809597207&+79113161111&+79113351111,robert@broofa.com&info@avtovikup51.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikupcrimea.ru,None,+74092692154&+79788404449&+71793211282&+74092692147&+74092690154&+74092690147,Alexeygrabovetskiy@yandex.ru&team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikup-russia.ru,None,+79059808020&+79132278228&+71793219233&+75860741004,ford-focus@2x.jpg&mazda-3@2x.jpg&sgonnyh@yandex.ru&chevrolet-aveo@2x.jpg&lada-granta@2x.jpg&volkswagen-golf-plus@2x.jpg,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp-shop.ru,None,+71764705882&+79166037575&+78039215686&+74705882352&+79647752131&+71793215232,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp51.ru,None,+79508999916,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovikyp72.ru,None,+73026373595&+79292008444&+79323216302,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovillage.ru,None,+73512232031&+73512332031&+73512233031,info@avtovillage.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-23.ru,None,+79286691787,info@avtovykup-23.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovybor76.ru,None,+74852970017,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovukup68.ru,None,+79537037735,bars281986@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovin01.ru,None,+74092692154&+74092692147&+79867327852&+74092690154&+74092690147,Avto.vin.rus@yandex.ru&team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovycup74.ru,None,+79026660571&+79507347778,d.razbor@mail.ru&avtovycup74@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-78.ru,None,+79502222692,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-888.ru,None,+71793232499&+79130024888,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup02.ru,None,+79196046019&+71764705882&+78039215686&+74705882352,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-96.ru,None,+71793224244&+79676306457&+73432264496,info@avtovykup-96.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-samara.ru,None,+79879069923&+78079656227,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-nsk.turbo.site,None,+74612797757&+71793217460&+78478452066&+79769313486&+79505757574,author@example.com&avtovykup-kmr@yandex.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup.store,None,+71764705882&+71793215234&+78039215686&+74705882352&+79826393958,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup41.ru,None,+79246958121,vishnevsiy.1980@mail.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup-sever.ru,None,+79129384610&+71793210583&+71793211713&+70000000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
avtovykup61.ru,None,+79185559975&+71793212172&+73333333333&+78632759975,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
